LOCATION ZONE,Bodily Injury,Property Damage,PIP,NON MED,Collision,Comprehensive,UM - Single Car,UM - Multi Car,UIM - Single Car,UIM - Multi Car
N4611750W08892750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08891250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08889750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08888250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08886750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08885250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08883750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08882250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08880750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08879250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08877750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08876250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08874750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08873250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08871750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08870250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08868750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08867250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08865750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08864250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08862750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08861250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08859750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08858250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08856750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08855250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08853750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08852250,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08850750,288.11,59.22,"3,063.48",317.03,274.72,45.93,19.68,19.68,26.19,26.19
N4611750W08849250,287.90,54.23,"2,653.16",274.56,274.68,45.89,19.68,19.68,26.19,26.19
N4611750W08847750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08846250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08844750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08843250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08841750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08840250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08838750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08837250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08835750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08834250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08832750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08831250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08829750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08828250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08826750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08825250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08823750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08822250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08820750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08819250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08817750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08816250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08814750,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08813250,287.72,49.54,"2,267.82",234.69,274.65,45.85,19.68,19.68,26.19,26.19
N4611750W08811750,288.37,47.66,"2,193.86",227.03,274.70,42.93,19.68,19.68,26.19,26.19
N4611750W08810250,288.82,46.74,"2,215.05",229.22,274.84,40.26,19.68,19.68,26.19,26.19
N4611750W08808750,288.54,48.43,"2,407.97",249.19,275.02,40.11,19.68,19.68,26.19,26.19
N4611750W08807250,288.94,46.01,"2,132.10",220.64,274.76,40.32,19.68,19.68,26.19,26.19
N4611750W08805750,288.95,45.97,"2,127.66",220.18,274.75,40.32,19.68,19.68,26.19,26.19
N4611750W08804250,288.95,45.97,"2,127.66",220.18,274.75,40.32,19.68,19.68,26.19,26.19
N4611750W08802750,288.95,45.97,"2,127.66",220.18,274.75,40.32,19.68,19.68,26.19,26.19
N4611750W08801250,288.81,46.82,"2,224.15",230.17,274.84,40.25,19.68,19.68,26.19,26.19
N4611750W08799750,288.75,47.19,"2,266.77",234.58,274.86,40.19,19.68,19.68,26.19,26.19
N4611750W08798250,288.92,46.02,"2,133.80",220.82,274.59,40.16,19.68,19.68,26.19,26.19
N4611750W08796750,287.63,47.85,"2,391.32",247.47,267.99,33.23,19.68,19.68,26.19,26.19
N4611750W08795250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08793750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08792250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08790750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08789250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08787750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08786250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08784750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08783250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08781750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08780250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08778750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08777250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08775750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08774250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08772750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08771250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08769750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08768250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08766750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08765250,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08763750,287.17,48.50,"2,481.82",256.83,265.66,30.80,19.68,19.68,26.19,26.19
N4611750W08762250,287.65,49.95,"2,476.55",256.29,265.55,30.40,19.68,19.68,26.19,26.19
N4611750W08760750,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08759250,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08757750,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08756250,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08754750,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08753250,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08751750,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08750250,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08748750,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08747250,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08745750,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08744250,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08742750,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08741250,294.49,70.53,"2,401.53",248.52,263.94,24.64,19.68,19.68,26.19,26.19
N4611750W08739750,294.39,70.32,"2,402.52",248.62,264.06,24.65,19.68,19.68,26.19,26.19
N4611750W08738250,290.25,60.71,"2,447.79",253.31,269.81,24.90,19.68,19.68,26.19,26.19
N4611750W08736750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08735250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08733750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08732250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08730750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08729250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08727750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08726250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08724750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08723250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08721750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08720250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08718750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08717250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08715750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08714250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08712750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08711250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08709750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08708250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08706750,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08705250,286.57,52.20,"2,487.87",257.46,274.90,25.13,19.68,19.68,26.19,26.19
N4611750W08703750,286.80,50.62,"2,340.03",242.16,275.66,26.16,19.68,19.68,26.19,26.19
N4611750W08702250,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08700750,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08699250,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08697750,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08696250,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08694750,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08693250,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08691750,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08690250,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08688750,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08687250,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08685750,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08684250,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08682750,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08681250,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08679750,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08678250,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08676750,287.03,49.05,"2,191.84",226.82,276.43,27.20,19.68,19.68,26.19,26.19
N4611750W08675250,287.01,49.66,"2,256.83",233.55,275.74,28.40,19.68,19.68,26.19,26.19
N4611750W08673750,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08672250,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08670750,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08669250,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08667750,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08666250,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08664750,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08663250,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08661750,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08660250,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08658750,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08657250,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08655750,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08654250,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08652750,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08651250,286.98,50.65,"2,362.07",244.44,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08649750,286.98,50.65,"2,361.68",244.40,274.61,30.35,19.68,19.68,26.19,26.19
N4611750W08648250,286.77,50.10,"2,307.50",238.79,274.53,31.01,19.68,19.68,26.19,26.19
N4611750W08646750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08645250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08643750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08642250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08640750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08639250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08637750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08636250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08634750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08633250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08631750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08630250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08628750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08627250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08625750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08624250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08622750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08621250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08619750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08618250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08616750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08615250,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08613750,286.77,50.10,"2,307.06",238.75,274.53,31.02,19.68,19.68,26.19,26.19
N4611750W08612250,286.71,49.89,"2,279.15",235.86,273.60,31.11,19.68,19.68,26.19,26.19
N4611750W08610750,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08609250,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08607750,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08606250,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08604750,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08603250,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08601750,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08600250,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08598750,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08597250,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08595750,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08594250,286.02,47.67,"1,984.53",205.37,263.76,32.12,19.68,19.68,26.19,26.19
N4611750W08592750,285.92,48.66,"2,037.88",210.89,263.74,36.42,19.68,19.68,26.19,26.19
N4611750W08591250,285.83,49.63,"2,089.98",216.28,263.72,40.62,19.68,19.68,26.19,26.19
N4611750W08589750,285.93,48.60,"2,034.52",210.54,263.74,36.15,19.68,19.68,26.19,26.19
N4611750W08588250,285.99,47.99,"2,001.90",207.17,263.75,33.52,19.68,19.68,26.19,26.19
N4611750W08586750,285.86,49.81,"2,022.29",209.28,263.73,35.62,19.68,19.68,26.19,26.19
N4611750W08585250,285.64,52.97,"2,031.40",210.22,263.71,37.32,19.68,19.68,26.19,26.19
N4611750W08583750,285.64,52.97,"2,031.40",210.22,263.71,37.32,19.68,19.68,26.19,26.19
N4611750W08582250,285.64,52.97,"2,031.40",210.22,263.71,37.32,19.68,19.68,26.19,26.19
N4611750W08580750,285.64,52.97,"2,031.40",210.22,263.71,37.32,19.68,19.68,26.19,26.19
N4611750W08579250,285.64,52.97,"2,031.40",210.22,263.71,37.32,19.68,19.68,26.19,26.19
N4611750W08577750,285.64,52.97,"2,031.40",210.22,263.71,37.32,19.68,19.68,26.19,26.19
N4611750W08576250,285.64,52.97,"2,031.40",210.22,263.71,37.32,19.68,19.68,26.19,26.19
N4611750W08574750,285.64,52.97,"2,031.40",210.22,263.71,37.32,19.68,19.68,26.19,26.19
N4611750W08573250,285.64,52.97,"2,031.40",210.22,263.71,37.32,19.68,19.68,26.19,26.19
N4611750W08571750,285.64,52.97,"2,031.40",210.22,263.71,37.32,19.68,19.68,26.19,26.19
N4611750W08570250,285.62,53.83,"2,138.58",221.31,263.72,36.65,19.68,19.68,26.19,26.19
N4611750W08568750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08567250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08565750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08564250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08562750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08561250,285.42,59.87,"2,917.90",301.96,263.75,35.91,19.68,19.68,26.19,26.19
N4611750W08559750,285.40,59.59,"2,904.28",300.55,263.75,39.45,19.68,19.68,26.19,26.19
N4611750W08558250,285.40,59.59,"2,904.28",300.55,263.75,39.45,19.68,19.68,26.19,26.19
N4611750W08556750,285.40,59.59,"2,904.28",300.55,263.75,39.45,19.68,19.68,26.19,26.19
N4611750W08555250,285.40,59.59,"2,904.28",300.55,263.75,39.45,19.68,19.68,26.19,26.19
N4611750W08553750,285.40,59.59,"2,904.28",300.55,263.75,39.45,19.68,19.68,26.19,26.19
N4611750W08552250,285.44,60.18,"2,932.91",303.51,263.75,32.02,19.68,19.68,26.19,26.19
N4611750W08550750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08549250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08547750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08546250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08544750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08543250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08541750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08540250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08538750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08537250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08535750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08534250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08532750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08531250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08529750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08528250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08526750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08525250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08523750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08522250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08520750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08519250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08517750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08516250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08514750,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08513250,285.44,60.21,"2,934.26",303.65,263.75,31.66,19.68,19.68,26.19,26.19
N4611750W08511750,285.45,58.75,"2,829.87",292.85,264.29,31.18,19.68,19.68,26.19,26.19
N4611750W08510250,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08508750,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08507250,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08505750,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08504250,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08502750,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08501250,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08499750,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08498250,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08496750,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08495250,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
N4611750W08493750,285.52,51.24,"2,290.61",237.04,267.07,28.68,19.68,19.68,26.19,26.19
